id,nome,caminho_rel,sha256,tamanho_kb,processo_citius,confianca,suporte,cluster,ambiguo,streams,obj_stm,js_tags
112,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_8.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_8.pdf,376a5c6f6c3076bf2362f87abf95d7d3cdbb830a5a31aa2123816bfa6521ba3d,6926.28,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,19,0,0
113,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_8_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_8_alt.pdf,376a5c6f6c3076bf2362f87abf95d7d3cdbb830a5a31aa2123816bfa6521ba3d,6926.28,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,19,0,0
114,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_9.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_9.pdf,5d15f00f3d03361c492d2d9af51de1c74fb43e1b497116ed53bae5b5d2e4e548,2282.32,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
115,2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_9_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_9_alt.pdf,5d15f00f3d03361c492d2d9af51de1c74fb43e1b497116ed53bae5b5d2e4e548,2282.32,15547/26.0T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
116,2026-08-20_DOCUMENTO_GERAL_15547_26_0T8LSB_456900676_CITA_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547_26_0T8LSB_456900676_CITA_alt.pdf,c101eae0becc5dca77b59a00cf37cd6fda2c5000722ee55fd20208e97a19484e,138.76,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,22,0,0
117,2026-08-20_DOCUMENTO_GERAL_15547_26_0T8LSB_REF_SEMREF_CIT_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_DOCUMENTO_GERAL_15547_26_0T8LSB_REF_SEMREF_CIT_alt.pdf,aa3060b801d766a6748eb402b0e1b87d6ec0e18ba17bfed228fb0da42f3d4f26,9.59,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,3,0,0
118,2026-08-20_PECA_JUDICIAL_15547_26_0T8LSB_456900676_CITACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PECA_JUDICIAL_15547_26_0T8LSB_456900676_CITACAO.pdf,c101eae0becc5dca77b59a00cf37cd6fda2c5000722ee55fd20208e97a19484e,138.76,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,22,0,0
119,2026-08-20_PECA_JUDICIAL_15547_26_0T8LSB_REF_SEMREF_CITACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PECA_JUDICIAL_15547_26_0T8LSB_REF_SEMREF_CITACAO.pdf,aa3060b801d766a6748eb402b0e1b87d6ec0e18ba17bfed228fb0da42f3d4f26,9.59,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,3,0,0
120,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_10.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_10.pdf,623796fd72e45466fe144e424987982d560e45897083429228dfbeb3b62623ff,93.11,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,5,0,0
121,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_10_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_10_alt.pdf,623796fd72e45466fe144e424987982d560e45897083429228dfbeb3b62623ff,93.11,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,5,0,0
122,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_11.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_11.pdf,37c045ae3ee9cd67a3553c8daa76f122fa3e5bf6d3f1e993e06e59116a880d16,107.44,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,5,0,0
123,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_11_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_11_alt.pdf,37c045ae3ee9cd67a3553c8daa76f122fa3e5bf6d3f1e993e06e59116a880d16,107.44,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,5,0,0
124,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_14.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_14.pdf,117da694baa71c681024de4fa9a3901cce7528472da0f6a247166ceb0c78c7e0,115.04,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,25,0,0
125,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_14_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_14_alt.pdf,117da694baa71c681024de4fa9a3901cce7528472da0f6a247166ceb0c78c7e0,115.04,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,25,0,0
126,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_4.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_4.pdf,e97024b25dadb188e9e6a16f47a292bb50cc35a077515f091ab4997c2b62e557,3782.01,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,15,0,0
127,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_4_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_4_alt.pdf,e97024b25dadb188e9e6a16f47a292bb50cc35a077515f091ab4997c2b62e557,3782.01,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,15,0,0
128,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_5.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_5.pdf,8dc618ed7e2426085e11d52e549f001af1a99cc60aaa7a177d90417659507238,619.0,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,5,0,0
129,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_5_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_5_alt.pdf,8dc618ed7e2426085e11d52e549f001af1a99cc60aaa7a177d90417659507238,619.0,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,5,0,0
130,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_7.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_7.pdf,2d2fc09f23b197c0610bf49f00df08f0461088b4b7c07d8d8265061f257cd354,2934.7,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,13,0,0
131,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_7_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_7_alt.pdf,2d2fc09f23b197c0610bf49f00df08f0461088b4b7c07d8d8265061f257cd354,2934.7,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,13,0,0
132,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_8.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_8.pdf,376a5c6f6c3076bf2362f87abf95d7d3cdbb830a5a31aa2123816bfa6521ba3d,6926.28,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,19,0,0
133,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_8_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_8_alt.pdf,376a5c6f6c3076bf2362f87abf95d7d3cdbb830a5a31aa2123816bfa6521ba3d,6926.28,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,19,0,0
134,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_9.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_9.pdf,5d15f00f3d03361c492d2d9af51de1c74fb43e1b497116ed53bae5b5d2e4e548,2282.32,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,13,0,0
135,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_9_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547-26-0T8LSB_456900676_9_alt.pdf,5d15f00f3d03361c492d2d9af51de1c74fb43e1b497116ed53bae5b5d2e4e548,2282.32,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,13,0,0
136,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547_26_0T8LSB_456900676_CITA_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547_26_0T8LSB_456900676_CITA_alt.pdf,c101eae0becc5dca77b59a00cf37cd6fda2c5000722ee55fd20208e97a19484e,138.76,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,22,0,0
137,2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547_26_0T8LSB_REF_SEMREF_CIT_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_DOCUMENTO_GERAL_15547_26_0T8LSB_REF_SEMREF_CIT_alt.pdf,aa3060b801d766a6748eb402b0e1b87d6ec0e18ba17bfed228fb0da42f3d4f26,9.59,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,3,0,0
138,2026-08-20_PROC_15547-26.0T8LSB_PECA_JUDICIAL_15547_26_0T8LSB_456900676_CITACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_PECA_JUDICIAL_15547_26_0T8LSB_456900676_CITACAO.pdf,c101eae0becc5dca77b59a00cf37cd6fda2c5000722ee55fd20208e97a19484e,138.76,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,22,0,0
139,2026-08-20_PROC_15547-26.0T8LSB_PECA_JUDICIAL_15547_26_0T8LSB_REF_SEMREF_CITACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-20_PROC_15547-26.0T8LSB_PECA_JUDICIAL_15547_26_0T8LSB_REF_SEMREF_CITACAO.pdf,aa3060b801d766a6748eb402b0e1b87d6ec0e18ba17bfed228fb0da42f3d4f26,9.59,15547/26.0T8LSB,1.0,DOCUMENTADO,N/A,NAO,3,0,0
140,2026-08-21_PROC_15547-26.0T8LSB_PROVA_DOCUMENTAL_PROC_15547_FACTOS_PROVADOS.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-21_PROC_15547-26.0T8LSB_PROVA_DOCUMENTAL_PROC_15547_FACTOS_PROVADOS.pdf,5a7922ddfc4976749fc465342aad47a7915d96ae4f54f9b238ccf31e20f3c02e,86.42,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,16,0,0
141,2026-08-21_PROC_15547-26.0T8LSB_PROVA_DOCUMENTAL_PROC_15547_FACTOS_PROVADOS_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-21_PROC_15547-26.0T8LSB_PROVA_DOCUMENTAL_PROC_15547_FACTOS_PROVADOS_alt.pdf,5a7922ddfc4976749fc465342aad47a7915d96ae4f54f9b238ccf31e20f3c02e,86.42,15547/26.0T8LSB,0.98,DOCUMENTADO,N/A,NAO,16,0,0
142,2026-08-21_PROVA_DOCUMENTAL_PROC_15547_FACTOS_PROVADOS.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-21_PROVA_DOCUMENTAL_PROC_15547_FACTOS_PROVADOS.pdf,5a7922ddfc4976749fc465342aad47a7915d96ae4f54f9b238ccf31e20f3c02e,86.42,N/A,0.0,NAO_INDICIADO,N/A,NAO,16,0,0
143,2026-08-21_PROVA_DOCUMENTAL_PROC_15547_FACTOS_PROVADOS_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_15547_REIVINDICACAO\2026-08-21_PROVA_DOCUMENTAL_PROC_15547_FACTOS_PROVADOS_alt.pdf,5a7922ddfc4976749fc465342aad47a7915d96ae4f54f9b238ccf31e20f3c02e,86.42,N/A,0.0,NAO_INDICIADO,N/A,NAO,16,0,0
144,20_10_2025_ACEITE_RECUROS_VARELA.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\20_10_2025_ACEITE_RECUROS_VARELA.pdf,4e4fd1f5437ffbd0b4d2d41f4b124f8740bd57641a88420ef423bb021fd96e6a,120.95,N/A,0.0,NAO_INDICIADO,N/A,NAO,19,0,0
145,20_10_2025_ACEITE_RECUROS_VARE_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\20_10_2025_ACEITE_RECUROS_VARE_alt.pdf,4e4fd1f5437ffbd0b4d2d41f4b124f8740bd57641a88420ef423bb021fd96e6a,120.95,N/A,0.0,NAO_INDICIADO,N/A,NAO,19,0,0
146,23142_22_7T8LSB_23379236_DESPACHO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_23379236_DESPACHO.pdf,7ffd09081036213317f26c5f048da9056122b6c897e86f1f029bbf9e59303bb9,105.55,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,11,0,0
147,23142_22_7T8LSB_23379236_DESPA_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_23379236_DESPA_alt.pdf,7ffd09081036213317f26c5f048da9056122b6c897e86f1f029bbf9e59303bb9,105.55,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,11,0,0
148,23142_22_7T8LSB_431387467_NOTIFICACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_431387467_NOTIFICACAO.pdf,fe0e5ef870d142f91840473ca22550a04e60da798b3e28e2624672b33be10ef8,592.81,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,15,0,0
149,23142_22_7T8LSB_431387467_NOTI_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_431387467_NOTI_alt.pdf,fe0e5ef870d142f91840473ca22550a04e60da798b3e28e2624672b33be10ef8,592.81,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,15,0,0
150,23142_22_7T8LSB_431985906_NOTIFICACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_431985906_NOTIFICACAO.pdf,97f4b2d9cb92fadffbb847c28aed6528c9e4529c93cf9de7eea9d142b38135ee,130.25,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
151,23142_22_7T8LSB_431985906_NOTI_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_431985906_NOTI_alt.pdf,97f4b2d9cb92fadffbb847c28aed6528c9e4529c93cf9de7eea9d142b38135ee,130.25,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
152,23142_22_7T8LSB_435648200_CITACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_435648200_CITACAO.pdf,56b53052678cde489a80f2b7979613c96375af4771adf7adba52bc9c5ff92435,26.99,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,9,0,0
153,23142_22_7T8LSB_435648200_CITA_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_435648200_CITA_alt.pdf,56b53052678cde489a80f2b7979613c96375af4771adf7adba52bc9c5ff92435,26.99,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,9,0,0
154,23142_22_7T8LSB_438309146_NOTIFICACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_438309146_NOTIFICACAO.pdf,bbec4c747b1cd05007e326fc4ab8c2b5bd91875b467a05175772a3afc4a424e6,129.42,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
155,23142_22_7T8LSB_438309146_NOTI_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_438309146_NOTI_alt.pdf,bbec4c747b1cd05007e326fc4ab8c2b5bd91875b467a05175772a3afc4a424e6,129.42,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
156,23142_22_7T8LSB_438649320_NOTIFICACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_438649320_NOTIFICACAO.pdf,bca099fc59a2f730ee747b5ba675363e301fc3109f45ea0886ffd221ee47b81e,131.3,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
157,23142_22_7T8LSB_438649320_NOTI_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_438649320_NOTI_alt.pdf,bca099fc59a2f730ee747b5ba675363e301fc3109f45ea0886ffd221ee47b81e,131.3,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,13,0,0
158,23142_22_7T8LSB_438649378_DESPACHO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_438649378_DESPACHO.pdf,73f3bc85f42d4a517677080a0a46018b6566b95399e920341645d9082e82b9ff,56.82,12/04.2023,0.88,DOCUMENTADO,N/A,NAO,8,0,0
159,23142_22_7T8LSB_438649378_DESP_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_438649378_DESP_alt.pdf,73f3bc85f42d4a517677080a0a46018b6566b95399e920341645d9082e82b9ff,56.82,12/04.2023,0.88,DOCUMENTADO,N/A,NAO,8,0,0
160,23142_22_7T8LSB_438694236_NOTIFICACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_438694236_NOTIFICACAO.pdf,26318ab080db04ba95bdebfcd0c325234bfe5e0d7ea89a5c6d3e0d62d4020e96,82.83,23142/22.7T8LSB,1.0,DOCUMENTADO,N/A,NAO,15,0,0
161,23142_22_7T8LSB_438694236_NOTI_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_438694236_NOTI_alt.pdf,26318ab080db04ba95bdebfcd0c325234bfe5e0d7ea89a5c6d3e0d62d4020e96,82.83,23142/22.7T8LSB,1.0,DOCUMENTADO,N/A,NAO,15,0,0
162,23142_22_7T8LSB_438694393_NOTIFICACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_438694393_NOTIFICACAO.pdf,e74aa73db5b39898d3821c454d084e63e68b3e3191fd1a770f239b9194ebbba5,88.42,23142/22.7T8LSB,1.0,DOCUMENTADO,N/A,NAO,17,0,0
163,23142_22_7T8LSB_438694393_NOTI_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_438694393_NOTI_alt.pdf,e74aa73db5b39898d3821c454d084e63e68b3e3191fd1a770f239b9194ebbba5,88.42,23142/22.7T8LSB,1.0,DOCUMENTADO,N/A,NAO,17,0,0
164,23142_22_7T8LSB_439383567_CITACAO.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_439383567_CITACAO.pdf,29f51bd31b0ef91154e24034d4e4c7920ad9f21ef0a736e7ce36115926f854c8,173.13,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,14,0,0
165,23142_22_7T8LSB_439383567_CITA_alt.pdf,03_RESULTADOS\04_DOCUMENTOS_CITIUS_E_PECAS\ARQUIVO_OFICIAL_TRIBUNAL\PROC_23142_EXECUCAO_TRL\23142_22_7T8LSB_439383567_CITA_alt.pdf,29f51bd31b0ef91154e24034d4e4c7920ad9f21ef0a736e7ce36115926f854c8,173.13,23142/22.7T8LSB,0.58,PARCIAL,N/A,NAO,14,0,0
